name,url_link,address,city,state,country,phone,email,image,url,keyword
Chippewa Valley Regional Computer Forensics Laboratory (CVRCFL),Chippewa Valley Regional Computer Forensics Laboratory (CVRCFL),721 Oxford Ave Eau Claire Wisconsin,Eau Claire,Wisconsin,,715-839-7213,,,https://www.co.eau-claire.wi.us/our-government/departments-and-facilities/department-directory/sheriff/field-services-division/chippewa-valley-regional-computer-forensics-lab,cybercrime
"Division of Criminal Investigation, Wisconsin Department of Justice","Division of Criminal Investigation, Wisconsin Department of Justice",PO box 7857 Madison Wisconsin,Madison,Wisconsin,,608-266-1221,,,https://www.doj.state.wi.us/dci/division-criminal-investigation-dci,cybercrime
Douglas County Sheriff’s Office: Lake Superior Forensic Technology and Internet Crimes Against Children Task Force,Douglas County Sheriff’s Office: Lake Superior Forensic Technology and Internet Crimes Against Children Task Force,1316 N 14th S Superior Wisconsin,Superior,Wisconsin,,715-394-4432,,,https://www.sheriffofdouglascountywi.org/upages.php?id=18,cybercrime
Dunn County Sheriff’s Department: Criminal Investigations Unit,Dunn County Sheriff’s Department: Criminal Investigations Unit,615 Stokke Pkwy Menomonie Wisconsin,Menomonie,Wisconsin,,715-232-1348,,,https://wi.dunncountysheriff.com/services/,cybercrime
Franklin Police Department: Investigative Services,Franklin Police Department: Investigative Services,9455 W. Loomis Road Franklin Wisconsin,Franklin,Wisconsin,,414-425-2522,,,https://www.franklinwi.gov/Departments/Police/Investigative-Services.htm,cybercrime
Green Bay Police Department: Investigations Division,Green Bay Police Department: Investigations Division,307 S. Adam St Green Bay Wisconsin,Green Bay,Wisconsin,,920-448-3200,,,https://greenbaywi.gov/1068/Detectives,cybercrime
Kenosha County Sheriff’s Office: Consumer Fraud Unit,Kenosha County Sheriff’s Office: Consumer Fraud Unit,1010 56th St Kenosha Wisconsin,Kenosha,Wisconsin,,262-653-6600,,,https://www.kenoshacounty.org/838/Detectives,cybercrime
Portage County Sheriff’s Office Detective Bureau,Portage County Sheriff’s Office Detective Bureau,1462 Strongs Ave Stevens Point Wisconsin,Stevens Point,Wisconsin,,715-346-1997,,,https://www.co.portage.wi.us/department/sheriff-s-office/operations-division/detective-bureau,cybercrime
State of Wisconsin Department of Revenue: Identity Theft,State of Wisconsin Department of Revenue: Identity Theft,PO box 8933 Madison Wisconsin,Madison,Wisconsin,,608-266-2772,,,https://revenue.wi.gov/Pages/faqs/ise-idtheft.aspx,cybercrime
St. Croix County Sheriff’s Office: Investigative Unit,St. Croix County Sheriff’s Office: Investigative Unit,1101 Carchichael Rd Hudson Wisconsin,Hudson,Wisconsin,,715-381-4320,,,https://www.sccwi.gov/474/Investigative-Unit,cybercrime
Waukesha Police Department: Criminal Investigations Division,Waukesha Police Department: Criminal Investigations Division,201 Delafield Street Waukesha Wisconsin,Waukesha,Wisconsin,,262-524-3500,,,https://www.waukesha-wi.gov/government/departments/criminal-investigation-division.php,cybercrime
Wisconsin Department of Justice: Special Operations Bureau,Wisconsin Department of Justice: Special Operations Bureau,PO Box 7857 Madison Wisconsin,Madison,Wisconsin,,608-266-1221,,,https://www.doj.state.wi.us/dci/special-operations-bureau,cybercrime
Wood County Sheriff’s Department Investigative Division,Wood County Sheriff’s Department Investigative Division,400 Market Street Wisconsin Rapids Wisconsin,Wisconsin Rapids,Wisconsin,,715-421-8400,,,https://www.co.wood.wi.us/Departments/Sheriff/Investigations.aspx,cybercrime
"Identity Theft, Wyoming Department of Transportation","Identity Theft, Wyoming Department of Transportation",2514 Jamacha Rd El Cajon California,El Cajon,California,,888-400-5530,,,https://idtheftcenter.org/images/states/Wyoming.pdf,cybercrime
Rock Springs Police Department: Detective Division,Rock Springs Police Department: Detective Division,212 D Street Rock Springs Wyoming,Rock Springs,Wyoming,,307-352-1516,,,https://www.rswy.net/department/division.php?structureid=131,cybercrime
Wyoming Division of Criminal Investigations,Wyoming Division of Criminal Investigations,"208 S College Dr, Cheyenne, WY 82007 Cheyenne Wyoming",Cheyenne,Wyoming,,307-777-7181,wydci@wyo.gov,,https://wyomingdci.wyo.gov/operations/computer-and-high-tech-crimes,cybercrime
